Frame,Timestamp,Joint,Angle,Status
459,1774369959.193493,Left Leg,179,Extended
459,1774369959.194569,Right Leg,173,Extended
460,1774369959.2699084,Left Arm,31,Bent
460,1774369959.2699084,Right Arm,8,Bent
460,1774369959.2711782,Left Leg,179,Extended
460,1774369959.2711782,Right Leg,173,Extended
461,1774369959.3439047,Left Arm,32,Bent
461,1774369959.3439047,Right Arm,8,Bent
461,1774369959.3439047,Left Leg,179,Extended
461,1774369959.344976,Right Leg,172,Extended
462,1774369959.4280972,Left Arm,31,Bent
462,1774369959.429608,Right Arm,8,Bent
462,1774369959.429608,Left Leg,179,Extended
462,1774369959.430732,Right Leg,175,Extended
463,1774369959.5040965,Left Arm,31,Bent
463,1774369959.5040965,Right Arm,8,Bent
463,1774369959.5040965,Left Leg,179,Extended
463,1774369959.5056055,Right Leg,175,Extended
464,1774369959.5734224,Left Arm,29,Bent
464,1774369959.5734224,Right Arm,8,Bent
464,1774369959.5744174,Left Leg,179,Extended
464,1774369959.5744174,Right Leg,175,Extended
465,1774369959.6562176,Left Arm,25,Bent
465,1774369959.6572924,Right Arm,8,Bent
465,1774369959.6572924,Left Leg,178,Extended
465,1774369959.6572924,Right Leg,177,Extended
466,1774369959.7284863,Left Arm,28,Bent
466,1774369959.7295468,Right Arm,8,Bent
466,1774369959.7295468,Left Leg,177,Extended
466,1774369959.7295468,Right Leg,176,Extended
467,1774369959.8095489,Left Arm,25,Bent
467,1774369959.8095489,Right Arm,8,Bent
467,1774369959.8095489,Left Leg,177,Extended
467,1774369959.810705,Right Leg,174,Extended
468,1774369959.8844619,Left Arm,27,Bent
468,1774369959.8844619,Right Arm,8,Bent
468,1774369959.8854797,Left Leg,177,Extended
468,1774369959.8854797,Right Leg,174,Extended
469,1774369959.9641669,Left Arm,27,Bent
469,1774369959.9641669,Right Arm,8,Bent
469,1774369959.9641669,Left Leg,177,Extended
469,1774369959.9641669,Right Leg,174,Extended
470,1774369960.066585,Left Arm,26,Bent
470,1774369960.0675817,Right Arm,8,Bent
470,1774369960.068576,Left Leg,177,Extended
470,1774369960.068576,Right Leg,175,Extended
471,1774369960.1468887,Left Arm,25,Bent
471,1774369960.1468887,Right Arm,8,Bent
471,1774369960.1468887,Left Leg,177,Extended
471,1774369960.1468887,Right Leg,174,Extended
472,1774369960.2365134,Left Arm,25,Bent
472,1774369960.2365134,Right Arm,8,Bent
472,1774369960.2365134,Left Leg,177,Extended
472,1774369960.2375143,Right Leg,175,Extended
473,1774369960.312997,Left Arm,25,Bent
473,1774369960.3140042,Right Arm,8,Bent
473,1774369960.3140042,Left Leg,177,Extended
473,1774369960.315003,Right Leg,173,Extended
474,1774369960.3932464,Left Arm,24,Bent
474,1774369960.3932464,Right Arm,8,Bent
474,1774369960.3932464,Left Leg,177,Extended
474,1774369960.3942618,Right Leg,175,Extended
475,1774369960.4634078,Left Arm,25,Bent
475,1774369960.4634078,Right Arm,8,Bent
475,1774369960.4634078,Left Leg,178,Extended
475,1774369960.4644325,Right Leg,176,Extended
476,1774369960.541807,Left Arm,27,Bent
476,1774369960.541807,Right Arm,8,Bent
476,1774369960.541807,Left Leg,178,Extended
476,1774369960.541807,Right Leg,175,Extended
477,1774369960.6221588,Left Arm,26,Bent
477,1774369960.6221588,Right Arm,8,Bent
477,1774369960.6233692,Left Leg,178,Extended
477,1774369960.6233692,Right Leg,175,Extended
478,1774369960.7016666,Left Arm,25,Bent
478,1774369960.7026794,Right Arm,8,Bent
478,1774369960.7026794,Left Leg,179,Extended
478,1774369960.7037034,Right Leg,176,Extended
479,1774369960.779501,Left Arm,27,Bent
479,1774369960.779501,Right Arm,8,Bent
479,1774369960.779501,Left Leg,179,Extended
479,1774369960.779501,Right Leg,177,Extended
480,1774369960.8550756,Left Arm,29,Bent
480,1774369960.8550756,Right Arm,8,Bent
480,1774369960.8550756,Left Leg,179,Extended
480,1774369960.856096,Right Leg,178,Extended
481,1774369960.9338212,Left Arm,43,Bent
481,1774369960.9338212,Right Arm,8,Bent
481,1774369960.9338212,Left Leg,179,Extended
481,1774369960.9348102,Right Leg,179,Extended
482,1774369961.0171723,Left Arm,38,Bent
482,1774369961.0171723,Right Arm,8,Bent
482,1774369961.0181713,Left Leg,179,Extended
482,1774369961.0191731,Right Leg,179,Extended
483,1774369961.105216,Left Arm,48,Bent
483,1774369961.10622,Right Arm,8,Bent
483,1774369961.10622,Left Leg,179,Extended
483,1774369961.107214,Right Leg,179,Extended
484,1774369961.1921468,Left Arm,44,Bent
484,1774369961.1921468,Right Arm,8,Bent
484,1774369961.1921468,Left Leg,179,Extended
484,1774369961.1935587,Right Leg,179,Extended
485,1774369961.2702456,Left Arm,55,Bent
485,1774369961.2702456,Right Arm,8,Bent
485,1774369961.2702456,Left Leg,179,Extended
485,1774369961.271626,Right Leg,178,Extended
486,1774369961.349302,Left Arm,41,Bent
486,1774369961.349302,Right Arm,8,Bent
486,1774369961.349302,Left Leg,179,Extended
486,1774369961.350546,Right Leg,179,Extended
487,1774369961.4242423,Left Arm,38,Bent
487,1774369961.4242423,Right Arm,8,Bent
487,1774369961.42562,Left Leg,179,Extended
487,1774369961.42562,Right Leg,178,Extended
488,1774369961.4973814,Left Arm,36,Bent
488,1774369961.4973814,Right Arm,8,Bent
488,1774369961.4973814,Left Leg,179,Extended
488,1774369961.4973814,Right Leg,179,Extended
489,1774369961.5732281,Left Arm,40,Bent
489,1774369961.5732281,Right Arm,8,Bent
489,1774369961.5747163,Left Leg,179,Extended
489,1774369961.5747163,Right Leg,179,Extended
490,1774369961.6492352,Left Arm,106,Bent
490,1774369961.6492352,Right Arm,8,Bent
490,1774369961.6503978,Left Leg,179,Extended
490,1774369961.6503978,Right Leg,178,Extended
491,1774369961.7269223,Left Arm,66,Bent
491,1774369961.7278967,Right Arm,8,Bent
491,1774369961.7278967,Left Leg,179,Extended
491,1774369961.7278967,Right Leg,178,Extended
492,1774369961.8110318,Left Arm,105,Bent
492,1774369961.8110318,Right Arm,8,Bent
492,1774369961.8121204,Left Leg,179,Extended
492,1774369961.8121204,Right Leg,177,Extended
493,1774369961.8866887,Left Arm,43,Bent
493,1774369961.8876991,Right Arm,8,Bent
493,1774369961.8876991,Left Leg,179,Extended
493,1774369961.8876991,Right Leg,177,Extended
494,1774369961.9655237,Left Arm,104,Bent
494,1774369961.9655237,Right Arm,8,Bent
494,1774369961.9655237,Left Leg,179,Extended
494,1774369961.9655237,Right Leg,177,Extended
495,1774369962.04577,Left Arm,84,Bent
495,1774369962.0462792,Right Arm,8,Bent
495,1774369962.0472965,Left Leg,179,Extended
495,1774369962.0483124,Right Leg,177,Extended
496,1774369962.1274078,Left Arm,90,Bent
496,1774369962.128372,Right Arm,8,Bent
496,1774369962.128372,Left Leg,179,Extended
496,1774369962.1293707,Right Leg,177,Extended
497,1774369962.2100222,Left Arm,29,Bent
497,1774369962.2100222,Right Arm,8,Bent
497,1774369962.2110226,Left Leg,179,Extended
497,1774369962.2110226,Right Leg,177,Extended
498,1774369962.2966151,Left Arm,33,Bent
498,1774369962.2976139,Right Arm,8,Bent
498,1774369962.2976139,Left Leg,179,Extended
498,1774369962.2976139,Right Leg,177,Extended
499,1774369962.3698332,Left Arm,39,Bent
499,1774369962.3698332,Right Arm,8,Bent
499,1774369962.371169,Left Leg,179,Extended
499,1774369962.371169,Right Leg,177,Extended
500,1774369962.4465957,Left Arm,42,Bent
500,1774369962.4480827,Right Arm,8,Bent
500,1774369962.4480827,Left Leg,179,Extended
500,1774369962.4480827,Right Leg,178,Extended
501,1774369962.5258467,Left Arm,71,Bent
501,1774369962.5258467,Right Arm,8,Bent
501,1774369962.526924,Left Leg,179,Extended
501,1774369962.526924,Right Leg,178,Extended
502,1774369962.6021876,Left Arm,67,Bent
502,1774369962.6021876,Right Arm,8,Bent
502,1774369962.6021876,Left Leg,179,Extended
502,1774369962.6032736,Right Leg,177,Extended
503,1774369962.674282,Left Arm,45,Bent
503,1774369962.674282,Right Arm,8,Bent
503,1774369962.6752822,Left Leg,179,Extended
503,1774369962.6757944,Right Leg,177,Extended
504,1774369962.751164,Left Arm,44,Bent
504,1774369962.751164,Right Arm,8,Bent
504,1774369962.751164,Left Leg,179,Extended
504,1774369962.7523644,Right Leg,178,Extended
505,1774369962.8323882,Left Arm,68,Bent
505,1774369962.8323882,Right Arm,5,Bent
505,1774369962.8323882,Left Leg,179,Extended
505,1774369962.8323882,Right Leg,178,Extended
506,1774369962.9055133,Left Arm,31,Bent
506,1774369962.9055133,Right Arm,4,Bent
506,1774369962.906511,Left Leg,179,Extended
506,1774369962.906511,Right Leg,178,Extended
507,1774369962.9860203,Left Arm,22,Bent
507,1774369962.9875028,Right Arm,19,Bent
507,1774369962.9875028,Left Leg,179,Extended
507,1774369962.9885042,Right Leg,175,Extended
508,1774369963.0780728,Left Arm,131,Bent
508,1774369963.0780728,Right Arm,24,Bent
508,1774369963.0790577,Left Leg,179,Extended
508,1774369963.0790577,Right Leg,176,Extended
509,1774369963.1628103,Left Arm,151,Bent
509,1774369963.1628103,Right Arm,125,Bent
509,1774369963.1638117,Left Leg,179,Extended
509,1774369963.164816,Right Leg,176,Extended
510,1774369963.2390807,Left Arm,25,Bent
510,1774369963.2390807,Right Arm,39,Bent
510,1774369963.2390807,Left Leg,179,Extended
510,1774369963.240606,Right Leg,173,Extended
511,1774369963.3124237,Left Arm,38,Bent
511,1774369963.3124237,Right Arm,31,Bent
511,1774369963.3134246,Left Leg,179,Extended
511,1774369963.3134246,Right Leg,175,Extended
512,1774369963.390027,Left Arm,43,Bent
512,1774369963.390027,Right Arm,34,Bent
512,1774369963.390027,Left Leg,179,Extended
512,1774369963.3917336,Right Leg,175,Extended
513,1774369963.465916,Left Arm,49,Bent
513,1774369963.4673553,Right Arm,63,Bent
513,1774369963.4673553,Left Leg,179,Extended
513,1774369963.4673553,Right Leg,176,Extended
514,1774369963.539167,Left Arm,104,Bent
514,1774369963.539167,Right Arm,49,Bent
514,1774369963.539167,Left Leg,179,Extended
514,1774369963.5402694,Right Leg,177,Extended
515,1774369963.6197476,Left Arm,133,Bent
515,1774369963.6197476,Right Arm,104,Bent
515,1774369963.6197476,Left Leg,179,Extended
515,1774369963.6207426,Right Leg,178,Extended
516,1774369963.7043233,Left Arm,137,Bent
516,1774369963.7053251,Right Arm,87,Bent
516,1774369963.7053251,Left Leg,179,Extended
516,1774369963.7053251,Right Leg,178,Extended
517,1774369963.7780945,Left Arm,144,Bent
517,1774369963.7780945,Right Arm,106,Bent
517,1774369963.7780945,Left Leg,179,Extended
517,1774369963.7790978,Right Leg,178,Extended
518,1774369963.8532639,Left Arm,152,Bent
518,1774369963.8532639,Right Arm,135,Bent
518,1774369963.85426,Left Leg,179,Extended
518,1774369963.85426,Right Leg,177,Extended
519,1774369963.9314587,Left Arm,153,Bent
519,1774369963.93278,Right Arm,141,Bent
519,1774369963.93278,Left Leg,179,Extended
519,1774369963.93278,Right Leg,177,Extended
520,1774369964.0108578,Left Arm,150,Bent
520,1774369964.0108578,Right Arm,91,Bent
520,1774369964.012342,Left Leg,179,Extended
520,1774369964.012342,Right Leg,177,Extended
521,1774369964.1013198,Left Arm,152,Bent
521,1774369964.1013198,Right Arm,126,Bent
521,1774369964.1013198,Left Leg,179,Extended
521,1774369964.1027632,Right Leg,177,Extended
522,1774369964.1974916,Left Arm,153,Bent
522,1774369964.1984937,Right Arm,130,Bent
522,1774369964.1984937,Left Leg,179,Extended
522,1774369964.1984937,Right Leg,177,Extended
523,1774369964.2892873,Left Arm,153,Bent
523,1774369964.2892873,Right Arm,127,Bent
523,1774369964.2892873,Left Leg,179,Extended
523,1774369964.290683,Right Leg,177,Extended
524,1774369964.3725705,Left Arm,153,Bent
524,1774369964.373588,Right Arm,121,Bent
524,1774369964.373588,Left Leg,179,Extended
524,1774369964.373588,Right Leg,177,Extended
525,1774369964.447797,Left Arm,153,Bent
525,1774369964.447797,Right Arm,131,Bent
525,1774369964.447797,Left Leg,179,Extended
525,1774369964.447797,Right Leg,177,Extended
526,1774369964.525267,Left Arm,154,Bent
526,1774369964.5262926,Right Arm,132,Bent
526,1774369964.5262926,Left Leg,179,Extended
526,1774369964.5262926,Right Leg,178,Extended
527,1774369964.6064029,Left Arm,154,Bent
527,1774369964.6064029,Right Arm,134,Bent
527,1774369964.6064029,Left Leg,179,Extended
527,1774369964.6074333,Right Leg,177,Extended
528,1774369964.68405,Left Arm,155,Bent
528,1774369964.685483,Right Arm,134,Bent
528,1774369964.685483,Left Leg,179,Extended
528,1774369964.686543,Right Leg,177,Extended
529,1774369964.756416,Left Arm,155,Bent
529,1774369964.756416,Right Arm,131,Bent
529,1774369964.756416,Left Leg,179,Extended
529,1774369964.757425,Right Leg,177,Extended
530,1774369964.8365545,Left Arm,154,Bent
530,1774369964.8365545,Right Arm,131,Bent
530,1774369964.8365545,Left Leg,179,Extended
530,1774369964.8377807,Right Leg,177,Extended
531,1774369964.9167116,Left Arm,154,Bent
531,1774369964.9179447,Right Arm,130,Bent
531,1774369964.9179447,Left Leg,179,Extended
531,1774369964.9189453,Right Leg,178,Extended
532,1774369965.0312726,Left Arm,154,Bent
532,1774369965.0312726,Right Arm,129,Bent
532,1774369965.0327866,Left Leg,179,Extended
532,1774369965.0327866,Right Leg,178,Extended
533,1774369965.1119583,Left Arm,153,Bent
533,1774369965.1119583,Right Arm,88,Bent
533,1774369965.1129575,Left Leg,178,Extended
533,1774369965.1129575,Right Leg,178,Extended
534,1774369965.189549,Left Arm,154,Bent
534,1774369965.1905491,Right Arm,126,Bent
534,1774369965.1905491,Left Leg,178,Extended
534,1774369965.1915581,Right Leg,177,Extended
535,1774369965.279201,Left Arm,152,Bent
535,1774369965.280299,Right Arm,107,Bent
535,1774369965.280299,Left Leg,179,Extended
535,1774369965.280299,Right Leg,177,Extended
536,1774369965.3577363,Left Arm,153,Bent
536,1774369965.3577363,Right Arm,140,Bent
536,1774369965.3587415,Left Leg,179,Extended
536,1774369965.3587415,Right Leg,177,Extended
537,1774369965.440283,Left Arm,154,Bent
537,1774369965.440283,Right Arm,141,Bent
537,1774369965.440283,Left Leg,179,Extended
537,1774369965.4412715,Right Leg,177,Extended
538,1774369965.5234234,Left Arm,154,Bent
538,1774369965.5234234,Right Arm,135,Bent
538,1774369965.524633,Left Leg,179,Extended
538,1774369965.524633,Right Leg,177,Extended
539,1774369965.600024,Left Arm,154,Bent
539,1774369965.6010325,Right Arm,136,Bent
539,1774369965.6010325,Left Leg,179,Extended
539,1774369965.6010325,Right Leg,178,Extended
540,1774369965.6770446,Left Arm,153,Bent
540,1774369965.6770446,Right Arm,130,Bent
540,1774369965.6780467,Left Leg,178,Extended
540,1774369965.6780467,Right Leg,178,Extended
541,1774369965.7580812,Left Arm,155,Bent
541,1774369965.7599618,Right Arm,145,Bent
541,1774369965.7599618,Left Leg,178,Extended
541,1774369965.7599618,Right Leg,178,Extended
542,1774369965.8374228,Left Arm,153,Bent
542,1774369965.8388283,Right Arm,106,Bent
542,1774369965.8388283,Left Leg,178,Extended
542,1774369965.8388283,Right Leg,178,Extended
543,1774369965.9126544,Left Arm,153,Bent
543,1774369965.9126544,Right Arm,124,Bent
543,1774369965.9136438,Left Leg,178,Extended
543,1774369965.9136438,Right Leg,178,Extended
544,1774369965.9893725,Left Arm,152,Bent
544,1774369965.9893725,Right Arm,145,Bent
544,1774369965.9893725,Left Leg,178,Extended
544,1774369965.9904008,Right Leg,177,Extended
545,1774369966.0700428,Left Arm,153,Bent
545,1774369966.0700428,Right Arm,143,Bent
545,1774369966.0700428,Left Leg,178,Extended
545,1774369966.0710423,Right Leg,178,Extended
546,1774369966.1579816,Left Arm,153,Bent
546,1774369966.1589818,Right Arm,138,Bent
546,1774369966.1589818,Left Leg,179,Extended
546,1774369966.1599777,Right Leg,178,Extended
547,1774369966.2519069,Left Arm,153,Bent
547,1774369966.2519069,Right Arm,144,Bent
547,1774369966.252892,Left Leg,179,Extended
547,1774369966.252892,Right Leg,178,Extended
548,1774369966.338022,Left Arm,148,Bent
548,1774369966.338022,Right Arm,105,Bent
548,1774369966.338022,Left Leg,179,Extended
548,1774369966.3392673,Right Leg,178,Extended
549,1774369966.4164228,Left Arm,147,Bent
549,1774369966.4164228,Right Arm,59,Bent
549,1774369966.4175365,Left Leg,179,Extended
549,1774369966.4175365,Right Leg,178,Extended
550,1774369966.4939911,Left Arm,150,Bent
550,1774369966.4939911,Right Arm,129,Bent
550,1774369966.495237,Left Leg,179,Extended
550,1774369966.495237,Right Leg,178,Extended
551,1774369966.5727417,Left Arm,152,Bent
551,1774369966.5737464,Right Arm,129,Bent
551,1774369966.5737464,Left Leg,179,Extended
551,1774369966.5747263,Right Leg,178,Extended
552,1774369966.648367,Left Arm,153,Bent
552,1774369966.648367,Right Arm,129,Bent
552,1774369966.648367,Left Leg,179,Extended
552,1774369966.64989,Right Leg,178,Extended
553,1774369966.7278135,Left Arm,154,Bent
553,1774369966.7278135,Right Arm,140,Bent
553,1774369966.7278135,Left Leg,179,Extended
553,1774369966.7288206,Right Leg,178,Extended
554,1774369966.8035824,Left Arm,155,Bent
554,1774369966.8035824,Right Arm,147,Bent
554,1774369966.8045938,Left Leg,179,Extended
554,1774369966.8045938,Right Leg,178,Extended
555,1774369966.880508,Left Arm,154,Bent
555,1774369966.880508,Right Arm,148,Bent
555,1774369966.8815534,Left Leg,179,Extended
555,1774369966.8815534,Right Leg,178,Extended
556,1774369966.956415,Left Arm,155,Bent
556,1774369966.956415,Right Arm,150,Bent
556,1774369966.957412,Left Leg,178,Extended
556,1774369966.957412,Right Leg,178,Extended
557,1774369967.036921,Left Arm,154,Bent
557,1774369967.036921,Right Arm,149,Bent
557,1774369967.0379384,Left Leg,178,Extended
557,1774369967.0384622,Right Leg,178,Extended
558,1774369967.1250927,Left Arm,154,Bent
558,1774369967.1250927,Right Arm,118,Bent
558,1774369967.1261024,Left Leg,178,Extended
558,1774369967.1261024,Right Leg,178,Extended
559,1774369967.213237,Left Arm,154,Bent
559,1774369967.213237,Right Arm,131,Bent
559,1774369967.213237,Left Leg,178,Extended
559,1774369967.21424,Right Leg,178,Extended
560,1774369967.2906947,Left Arm,152,Bent
560,1774369967.2906947,Right Arm,131,Bent
560,1774369967.2906947,Left Leg,179,Extended
560,1774369967.2918642,Right Leg,178,Extended
561,1774369967.36802,Left Arm,153,Bent
561,1774369967.36802,Right Arm,133,Bent
561,1774369967.3690271,Left Leg,178,Extended
561,1774369967.3690271,Right Leg,178,Extended
562,1774369967.4461977,Left Arm,152,Bent
562,1774369967.4471927,Right Arm,136,Bent
562,1774369967.44819,Left Leg,178,Extended
562,1774369967.44819,Right Leg,178,Extended
563,1774369967.5193994,Left Arm,153,Bent
563,1774369967.5204024,Right Arm,141,Bent
563,1774369967.5204024,Left Leg,178,Extended
563,1774369967.5204024,Right Leg,178,Extended
564,1774369967.5963883,Left Arm,153,Bent
564,1774369967.5963883,Right Arm,142,Bent
564,1774369967.597784,Left Leg,178,Extended
564,1774369967.597784,Right Leg,178,Extended
565,1774369967.67272,Left Arm,153,Bent
565,1774369967.67272,Right Arm,132,Bent
565,1774369967.6737168,Left Leg,178,Extended
565,1774369967.6737168,Right Leg,178,Extended
566,1774369967.7470636,Left Arm,153,Bent
566,1774369967.7470636,Right Arm,127,Bent
566,1774369967.7480564,Left Leg,178,Extended
566,1774369967.7480564,Right Leg,178,Extended
567,1774369967.8257372,Left Arm,153,Bent
567,1774369967.8257372,Right Arm,128,Bent
567,1774369967.8257372,Left Leg,178,Extended
567,1774369967.8267488,Right Leg,178,Extended
568,1774369967.9036942,Left Arm,154,Bent
568,1774369967.9036942,Right Arm,145,Bent
568,1774369967.9047391,Left Leg,178,Extended
568,1774369967.9047391,Right Leg,178,Extended
569,1774369967.980674,Left Arm,154,Bent
569,1774369967.980674,Right Arm,148,Bent
569,1774369967.9818366,Left Leg,178,Extended
569,1774369967.9818366,Right Leg,178,Extended
570,1774369968.0593772,Left Arm,154,Bent
570,1774369968.0593772,Right Arm,140,Bent
570,1774369968.060372,Left Leg,178,Extended
570,1774369968.060372,Right Leg,178,Extended
571,1774369968.1462092,Left Arm,155,Bent
571,1774369968.1477244,Right Arm,142,Bent
571,1774369968.148738,Left Leg,178,Extended
571,1774369968.148738,Right Leg,178,Extended
572,1774369968.238531,Left Arm,155,Bent
572,1774369968.2396717,Right Arm,138,Bent
572,1774369968.2396717,Left Leg,178,Extended
572,1774369968.241034,Right Leg,178,Extended
573,1774369968.3305883,Left Arm,155,Bent
573,1774369968.3305883,Right Arm,152,Bent
573,1774369968.3305883,Left Leg,178,Extended
573,1774369968.3305883,Right Leg,178,Extended
574,1774369968.4045134,Left Arm,154,Bent
574,1774369968.4045134,Right Arm,143,Bent
574,1774369968.4055781,Left Leg,178,Extended
574,1774369968.4055781,Right Leg,178,Extended
575,1774369968.481583,Left Arm,154,Bent
575,1774369968.482584,Right Arm,133,Bent
575,1774369968.482584,Left Leg,178,Extended
575,1774369968.4835863,Right Leg,179,Extended
576,1774369968.5571811,Left Arm,152,Bent
576,1774369968.5581586,Right Arm,120,Bent
576,1774369968.5581586,Left Leg,178,Extended
576,1774369968.5581586,Right Leg,179,Extended
577,1774369968.6344445,Left Arm,113,Bent
577,1774369968.6344445,Right Arm,56,Bent
577,1774369968.6344445,Left Leg,178,Extended
577,1774369968.6344445,Right Leg,179,Extended
578,1774369968.71403,Left Arm,132,Bent
578,1774369968.7151606,Right Arm,74,Bent
578,1774369968.7151606,Left Leg,178,Extended
578,1774369968.7151606,Right Leg,179,Extended
579,1774369968.7929707,Left Arm,122,Bent
579,1774369968.7929707,Right Arm,43,Bent
579,1774369968.7929707,Left Leg,177,Extended
579,1774369968.7929707,Right Leg,179,Extended
580,1774369968.8685272,Left Arm,52,Bent
580,1774369968.8685272,Right Arm,33,Bent
580,1774369968.8685272,Left Leg,177,Extended
580,1774369968.869528,Right Leg,179,Extended
581,1774369968.947411,Left Arm,39,Bent
581,1774369968.947411,Right Arm,55,Bent
581,1774369968.947411,Left Leg,177,Extended
581,1774369968.9484339,Right Leg,179,Extended
582,1774369969.0203927,Left Arm,97,Bent
582,1774369969.0214014,Right Arm,70,Bent
582,1774369969.0214014,Left Leg,177,Extended
582,1774369969.0214014,Right Leg,179,Extended
583,1774369969.0985312,Left Arm,48,Bent
583,1774369969.0985312,Right Arm,76,Bent
583,1774369969.099521,Left Leg,177,Extended
583,1774369969.099521,Right Leg,179,Extended
584,1774369969.185625,Left Arm,69,Bent
584,1774369969.185625,Right Arm,63,Bent
584,1774369969.185625,Left Leg,177,Extended
584,1774369969.1868365,Right Leg,179,Extended
585,1774369969.267467,Left Arm,52,Bent
585,1774369969.267467,Right Arm,36,Bent
585,1774369969.2686417,Left Leg,177,Extended
585,1774369969.2686417,Right Leg,179,Extended
586,1774369969.3565745,Left Arm,63,Bent
586,1774369969.3565745,Right Arm,37,Bent
586,1774369969.3565745,Left Leg,177,Extended
586,1774369969.3565745,Right Leg,179,Extended
587,1774369969.4381697,Left Arm,67,Bent
587,1774369969.4381697,Right Arm,28,Bent
587,1774369969.4391859,Left Leg,177,Extended
587,1774369969.4391859,Right Leg,179,Extended
588,1774369969.514375,Left Arm,34,Bent
588,1774369969.514375,Right Arm,23,Bent
588,1774369969.514375,Left Leg,177,Extended
588,1774369969.51544,Right Leg,178,Extended
589,1774369969.587995,Left Arm,38,Bent
589,1774369969.587995,Right Arm,23,Bent
589,1774369969.5890107,Left Leg,176,Extended
589,1774369969.5890107,Right Leg,178,Extended
590,1774369969.6634665,Left Arm,40,Bent
590,1774369969.6634665,Right Arm,17,Bent
590,1774369969.6634665,Left Leg,177,Extended
590,1774369969.664495,Right Leg,178,Extended
591,1774369969.7422242,Left Arm,113,Bent
591,1774369969.7431102,Right Arm,55,Bent
591,1774369969.7431102,Left Leg,177,Extended
591,1774369969.7431102,Right Leg,178,Extended
592,1774369969.8160417,Left Arm,106,Bent
592,1774369969.8160417,Right Arm,52,Bent
592,1774369969.8170462,Left Leg,176,Extended
592,1774369969.8170462,Right Leg,178,Extended
593,1774369969.891832,Left Arm,40,Bent
593,1774369969.891832,Right Arm,37,Bent
593,1774369969.8928707,Left Leg,176,Extended
593,1774369969.8928707,Right Leg,178,Extended
594,1774369969.968155,Left Arm,35,Bent
594,1774369969.968155,Right Arm,38,Bent
594,1774369969.968155,Left Leg,176,Extended
594,1774369969.969168,Right Leg,178,Extended
595,1774369970.0320137,Left Arm,36,Bent
595,1774369970.0330014,Right Arm,24,Bent
595,1774369970.0330014,Left Leg,176,Extended
595,1774369970.0330014,Right Leg,178,Extended
596,1774369970.1135535,Left Arm,41,Bent
596,1774369970.1135535,Right Arm,21,Bent
596,1774369970.1135535,Left Leg,176,Extended
596,1774369970.1145513,Right Leg,178,Extended
597,1774369970.1944587,Left Arm,55,Bent
597,1774369970.1944587,Right Arm,24,Bent
597,1774369970.1959696,Left Leg,177,Extended
597,1774369970.1959696,Right Leg,179,Extended
598,1774369970.275587,Left Arm,37,Bent
598,1774369970.275587,Right Arm,33,Bent
598,1774369970.277063,Left Leg,177,Extended
598,1774369970.277063,Right Leg,178,Extended
599,1774369970.3512971,Left Arm,35,Bent
599,1774369970.3522944,Right Arm,40,Bent
599,1774369970.3522944,Left Leg,177,Extended
599,1774369970.3522944,Right Leg,178,Extended
600,1774369970.4306316,Left Arm,35,Bent
600,1774369970.4316707,Right Arm,55,Bent
600,1774369970.4316707,Left Leg,177,Extended
600,1774369970.4316707,Right Leg,178,Extended
601,1774369970.5177116,Left Arm,35,Bent
601,1774369970.5177116,Right Arm,29,Bent
601,1774369970.5190437,Left Leg,176,Extended
601,1774369970.5190437,Right Leg,178,Extended
602,1774369970.5952559,Left Arm,34,Bent
602,1774369970.5952559,Right Arm,28,Bent
602,1774369970.5952559,Left Leg,176,Extended
602,1774369970.5952559,Right Leg,178,Extended
603,1774369970.672626,Left Arm,34,Bent
603,1774369970.672626,Right Arm,20,Bent
603,1774369970.6736884,Left Leg,175,Extended
603,1774369970.6736884,Right Leg,177,Extended
604,1774369970.751364,Left Arm,33,Bent
604,1774369970.7523725,Right Arm,24,Bent
604,1774369970.7523725,Left Leg,176,Extended
604,1774369970.7523725,Right Leg,177,Extended
605,1774369970.8236492,Left Arm,110,Bent
605,1774369970.8251705,Right Arm,46,Bent
605,1774369970.8251705,Left Leg,175,Extended
605,1774369970.8251705,Right Leg,178,Extended
606,1774369970.9036267,Left Arm,46,Bent
606,1774369970.9036267,Right Arm,45,Bent
606,1774369970.9036267,Left Leg,175,Extended
606,1774369970.9046469,Right Leg,178,Extended
607,1774369970.9771144,Left Arm,63,Bent
607,1774369970.9785998,Right Arm,52,Bent
607,1774369970.9785998,Left Leg,176,Extended
607,1774369970.9785998,Right Leg,178,Extended
608,1774369971.0538814,Left Arm,137,Bent
608,1774369971.0538814,Right Arm,71,Bent
608,1774369971.0548651,Left Leg,176,Extended
608,1774369971.0548651,Right Leg,178,Extended
609,1774369971.1343477,Left Arm,34,Bent
609,1774369971.1356132,Right Arm,28,Bent
609,1774369971.1356132,Left Leg,176,Extended
609,1774369971.1356132,Right Leg,178,Extended
610,1774369971.2103958,Left Arm,37,Bent
610,1774369971.2103958,Right Arm,29,Bent
610,1774369971.2109094,Left Leg,176,Extended
610,1774369971.2109094,Right Leg,178,Extended
611,1774369971.2981257,Left Arm,36,Bent
611,1774369971.2981257,Right Arm,51,Bent
611,1774369971.2981257,Left Leg,176,Extended
611,1774369971.299153,Right Leg,178,Extended
612,1774369971.3728964,Left Arm,35,Bent
612,1774369971.3738983,Right Arm,45,Bent
612,1774369971.3738983,Left Leg,176,Extended
612,1774369971.3738983,Right Leg,177,Extended
